scenario_id,granularity,quality_score,length_chars
hist_7964,months,,134
hist_7964,years,,134
hist_7964,decades,,134
hist_26746,seconds,,67
hist_26746,minutes,,67
hist_26746,hours,,67
hist_26746,days,,67
hist_26746,months,,67
hist_26746,years,,67
hist_26746,decades,,67
geop_19762,seconds,,103
geop_19762,minutes,,103
geop_19762,hours,,103
geop_19762,days,,103
geop_19762,months,,103
geop_19762,years,,103
geop_19762,decades,,103
geop_17627,seconds,,149
geop_17627,minutes,,149
geop_17627,hours,,149
geop_17627,days,,149
geop_17627,months,,149
geop_17627,years,,149
geop_17627,decades,,149
tech_37046,seconds,,61
tech_37046,minutes,,61
tech_37046,hours,,61
tech_37046,days,,61
tech_37046,months,,61
tech_37046,years,,61
tech_37046,decades,,61
geop_fina_39162,seconds,,190
geop_fina_39162,minutes,,190
geop_fina_39162,hours,,190
geop_fina_39162,days,,190
geop_fina_39162,months,,190
geop_fina_39162,years,,190
geop_fina_39162,decades,,190
tech_45870,seconds,,133
tech_45870,minutes,,133
tech_45870,hours,,133
tech_45870,days,,133
tech_45870,months,,133
tech_45870,years,,133
tech_45870,decades,,133
fina_5075,seconds,,64
fina_5075,minutes,,64
fina_5075,hours,,64
fina_5075,days,,64
fina_5075,months,,64
fina_5075,years,,64
fina_5075,decades,,64
ecol_30801,seconds,,107
ecol_30801,minutes,,107
ecol_30801,hours,,107
ecol_30801,days,,107
ecol_30801,months,,107
ecol_30801,years,,107
ecol_30801,decades,,107
hist_34222,seconds,,180
hist_34222,minutes,,180
hist_34222,hours,,180
hist_34222,days,,180
hist_34222,months,,180
hist_34222,years,,180
hist_34222,decades,,180
poli_24034,seconds,,103
poli_24034,minutes,,103
poli_24034,hours,,103
poli_24034,days,,103
poli_24034,months,,103
poli_24034,years,,103
poli_24034,decades,,103
fina_2346,seconds,,88
fina_2346,minutes,,88
fina_2346,hours,,88
fina_2346,days,,88
fina_2346,months,,88
fina_2346,years,,88
fina_2346,decades,,88
poli_375,seconds,,163
poli_375,minutes,,163
poli_375,hours,,163
poli_375,days,,163
poli_375,months,,163
poli_375,years,,163
poli_375,decades,,163
hist_20953,seconds,,61
hist_20953,minutes,,61
hist_20953,hours,,61
hist_20953,days,,61
hist_20953,months,,61
hist_20953,years,,61
hist_20953,decades,,61
hist_geop_21941,seconds,,83
hist_geop_21941,minutes,,83
hist_geop_21941,hours,,83
hist_geop_21941,days,,83
hist_geop_21941,months,,83
hist_geop_21941,years,,83
hist_geop_21941,decades,,83
cult_10163,seconds,,44
cult_10163,minutes,,44
cult_10163,hours,,44
cult_10163,days,,44
cult_10163,months,,44
cult_10163,years,,44
cult_10163,decades,,44
hist_32549,seconds,,66
hist_32549,minutes,,66
hist_32549,hours,,66
hist_32549,days,,66
hist_32549,months,,66
hist_32549,years,,66
hist_32549,decades,,66
tech_36699,seconds,,45
tech_36699,minutes,,45
tech_36699,hours,,45
tech_36699,days,,45
tech_36699,months,,45
tech_36699,years,,45
tech_36699,decades,,45
medi_34927,seconds,,146
medi_34927,minutes,,146
medi_34927,hours,,146
medi_34927,days,,146
medi_34927,months,,146
medi_34927,years,,146
medi_34927,decades,,146
hist_33871,seconds,,118
hist_33871,minutes,,118
hist_33871,hours,,118
hist_33871,days,,118
hist_33871,months,,118
hist_33871,years,,118
hist_33871,decades,,118
scie_31085,seconds,,98
scie_31085,minutes,,98
scie_31085,hours,,98
scie_31085,days,,98
scie_31085,months,,98
scie_31085,years,,98
scie_31085,decades,,98
cult_14618,seconds,,56
cult_14618,minutes,,56
cult_14618,hours,,56
cult_14618,days,,56
cult_14618,months,,56
cult_14618,years,,56
cult_14618,decades,,56
tech_43936,seconds,,87
tech_43936,minutes,,87
tech_43936,hours,,87
tech_43936,days,,87
tech_43936,months,,87
tech_43936,years,,87
tech_43936,decades,,87
cult_13581,seconds,,101
cult_13581,minutes,,101
cult_13581,hours,,101
cult_13581,days,,101
cult_13581,months,,101
cult_13581,years,,101
cult_13581,decades,,101
geop_19438,seconds,,80
geop_19438,minutes,,80
geop_19438,hours,,80
geop_19438,days,,80
geop_19438,months,,80
geop_19438,years,,80
geop_19438,decades,,80
fina_2081,seconds,,76
fina_2081,minutes,,76
fina_2081,hours,,76
fina_2081,days,,76
fina_2081,months,,76
fina_2081,years,,76
fina_2081,decades,,76
scie_24656,seconds,,91
scie_24656,minutes,,91
scie_24656,hours,,91
scie_24656,days,,91
scie_24656,months,,91
scie_24656,years,,91
scie_24656,decades,,91
scie_32865,seconds,,129
scie_32865,minutes,,129
scie_32865,hours,,129
scie_32865,days,,129
scie_32865,months,,129
scie_32865,years,,129
scie_32865,decades,,129
fina_tech_46867,seconds,,137
fina_tech_46867,minutes,,137
fina_tech_46867,hours,,137
fina_tech_46867,days,,137
fina_tech_46867,months,,137
fina_tech_46867,years,,137
fina_tech_46867,decades,,137
cult_10295,seconds,,122
cult_10295,minutes,,122
cult_10295,hours,,122
cult_10295,days,,122
cult_10295,months,,122
cult_10295,years,,122
cult_10295,decades,,122
tech_48450,seconds,,192
tech_48450,minutes,,192
tech_48450,hours,,192
tech_48450,days,,192
tech_48450,months,,192
tech_48450,years,,192
tech_48450,decades,,192
cult_9593,seconds,,100
cult_9593,minutes,,100
cult_9593,hours,,100
cult_9593,days,,100
cult_9593,months,,100
cult_9593,years,,100
cult_9593,decades,,100
geop_16930,seconds,,86
geop_16930,minutes,,86
geop_16930,hours,,86
geop_16930,days,,86
geop_16930,months,,86
geop_16930,years,,86
geop_16930,decades,,86
scie_27882,seconds,,60
scie_27882,minutes,,60
scie_27882,hours,,60
scie_27882,days,,60
scie_27882,months,,60
scie_27882,years,,60
scie_27882,decades,,60
tech_44889,seconds,,225
tech_44889,minutes,,225
tech_44889,hours,,225
tech_44889,days,,225
tech_44889,months,,225
tech_44889,years,,225
tech_44889,decades,,225
cult_14102,seconds,,99
cult_14102,minutes,,99
cult_14102,hours,,99
cult_14102,days,,99
cult_14102,months,,99
cult_14102,years,,99
cult_14102,decades,,99
geop_16946,seconds,,112
geop_16946,minutes,,112
geop_16946,hours,,112
geop_16946,days,,112
geop_16946,months,,112
geop_16946,years,,112
geop_16946,decades,,112
scie_27849,seconds,,107
scie_27849,minutes,,107
scie_27849,hours,,107
scie_27849,days,,107
scie_27849,months,,107
scie_27849,years,,107
scie_27849,decades,,107
fina_geop_38556,seconds,,255
fina_geop_38556,minutes,,255
fina_geop_38556,hours,,255
fina_geop_38556,days,,255
fina_geop_38556,months,,255
fina_geop_38556,years,,255
fina_geop_38556,decades,,255
