template_type,template_id,flesch_score,word_count,success,rendered_output
sequences,seq_this_1,0.0,21,True,"This happened, in order: Atoms proposed, Atomic structure discovered, Electrons identified, Nucleus found, and Quantum mechanics developed. Key facts: Atoms proposed."
sequences,seq_flow_1,0.0,17,True,"Atoms proposed, Atomic structure discovered, Electrons identified, Nucleus found. Then Quantum mechanics developed. Key facts: Atoms proposed."
sequences,seq_bare_1,0.0,13,True,Evolution theory proposed. Natural selection identified. Fossils connected. Key facts: Evolution theory proposed.
sequences,seq_list_1,0.0,22,True,"The events were: Evolution theory proposed, Natural selection identified, Fossils connected, Genetics discovered, and DNA structure revealed. Key facts: Evolution theory proposed."
sequences,seq_event_1,0.0,21,True,"Main events: Evolution theory proposed, Natural selection identified, Fossils connected, Genetics discovered, and DNA structure revealed. Key facts: Evolution theory proposed."
sequences,seq_this_1,0.0,23,True,"This happened, in order: Evolution theory proposed, Natural selection identified, Fossils connected, Genetics discovered, and DNA structure revealed. Key facts: Evolution theory proposed."
sequences,seq_all_1,0.0,22,True,"All 5 events: Evolution theory proposed, Natural selection identified, Fossils connected, Genetics discovered, and DNA structure revealed. Key facts: Evolution theory proposed."
sequences,seq_flow_1,0.0,19,True,"Evolution theory proposed, Natural selection identified, Fossils connected, Genetics discovered. Then DNA structure revealed. Key facts: Evolution theory proposed."
sequences,seq_end_1,0.0,20,True,"Evolution theory proposed, Natural selection identified, Fossils connected, Genetics discovered — then DNA structure revealed. Key facts: Evolution theory proposed."
sequences,seq_list_1,0.0,21,True,"The events were: Germ theory proposed, Bacteria identified, Antiseptic practices introduced, Antibiotics discovered, and Vaccines developed. Key facts: Germ theory proposed."
sequences,seq_event_1,0.0,20,True,"Main events: Germ theory proposed, Bacteria identified, Antiseptic practices introduced, Antibiotics discovered, and Vaccines developed. Key facts: Germ theory proposed."
sequences,seq_this_1,0.0,22,True,"This happened, in order: Germ theory proposed, Bacteria identified, Antiseptic practices introduced, Antibiotics discovered, and Vaccines developed. Key facts: Germ theory proposed."
sequences,seq_all_1,0.0,21,True,"All 5 events: Germ theory proposed, Bacteria identified, Antiseptic practices introduced, Antibiotics discovered, and Vaccines developed. Key facts: Germ theory proposed."
sequences,seq_flow_1,0.0,18,True,"Germ theory proposed, Bacteria identified, Antiseptic practices introduced, Antibiotics discovered. Then Vaccines developed. Key facts: Germ theory proposed."
sequences,seq_end_1,0.0,19,True,"Germ theory proposed, Bacteria identified, Antiseptic practices introduced, Antibiotics discovered — then Vaccines developed. Key facts: Germ theory proposed."
sequences,seq_bare_1,0.0,11,True,Radioactivity discovered. Radium isolated. Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_bare_2,0.0,13,True,Radioactivity discovered. Then Radium isolated. Then Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_bare_3,0.0,14,True,First Radioactivity discovered. Then Radium isolated. Then Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_bare_4,0.0,15,True,Radioactivity discovered. And then Radium isolated. And then Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_list_1,0.0,21,True,"The events were: Radioactivity discovered, Radium isolated, Atomic energy understood, Nuclear fission achieved, and Atomic bomb created. Key facts: Radioactivity discovered."
sequences,seq_first_1,0.0,14,True,First: Radioactivity discovered. Next: Radium isolated. Last: Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_one_1,0.0,14,True,One: Radioactivity discovered. Two: Radium isolated. Three: Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_event_1,0.0,20,True,"Main events: Radioactivity discovered, Radium isolated, Atomic energy understood, Nuclear fission achieved, and Atomic bomb created. Key facts: Radioactivity discovered."
sequences,seq_this_1,0.0,22,True,"This happened, in order: Radioactivity discovered, Radium isolated, Atomic energy understood, Nuclear fission achieved, and Atomic bomb created. Key facts: Radioactivity discovered."
sequences,seq_all_1,0.0,21,True,"All 5 events: Radioactivity discovered, Radium isolated, Atomic energy understood, Nuclear fission achieved, and Atomic bomb created. Key facts: Radioactivity discovered."
sequences,seq_flow_1,0.0,18,True,"Radioactivity discovered, Radium isolated, Atomic energy understood, Nuclear fission achieved. Then Atomic bomb created. Key facts: Radioactivity discovered."
sequences,seq_end_1,0.0,19,True,"Radioactivity discovered, Radium isolated, Atomic energy understood, Nuclear fission achieved — then Atomic bomb created. Key facts: Radioactivity discovered."
sequences,seq_fast_1,0.0,15,True,Fast chain: Radioactivity discovered. Then Radium isolated. Then Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_slow_1,0.0,15,True,Slow chain: Radioactivity discovered. Then Radium isolated. Then Atomic energy understood. Key facts: Radioactivity discovered.
sequences,seq_bare_1,0.0,11,True,Telegraph invented. Telegraph networks expanded. Telephone invented. Key facts: Telegraph invented.
sequences,seq_list_1,0.0,20,True,"The events were: Telegraph invented, Telegraph networks expanded, Telephone invented, Radio broadcasting began, and Television commercialized. Key facts: Telegraph invented."
sequences,seq_event_1,0.0,19,True,"Main events: Telegraph invented, Telegraph networks expanded, Telephone invented, Radio broadcasting began, and Television commercialized. Key facts: Telegraph invented."
sequences,seq_this_1,0.0,21,True,"This happened, in order: Telegraph invented, Telegraph networks expanded, Telephone invented, Radio broadcasting began, and Television commercialized. Key facts: Telegraph invented."
sequences,seq_all_1,0.0,20,True,"All 5 events: Telegraph invented, Telegraph networks expanded, Telephone invented, Radio broadcasting began, and Television commercialized. Key facts: Telegraph invented."
sequences,seq_flow_1,0.0,17,True,"Telegraph invented, Telegraph networks expanded, Telephone invented, Radio broadcasting began. Then Television commercialized. Key facts: Telegraph invented."
sequences,seq_end_1,0.0,18,True,"Telegraph invented, Telegraph networks expanded, Telephone invented, Radio broadcasting began — then Television commercialized. Key facts: Telegraph invented."
sequences,seq_list_1,0.0,24,True,"The events were: First computers built, Programming languages developed, Personal computers emerged, Internet connectivity established, and Mobile computing revolutionized. Key facts: First computers built."
sequences,seq_event_1,0.0,23,True,"Main events: First computers built, Programming languages developed, Personal computers emerged, Internet connectivity established, and Mobile computing revolutionized. Key facts: First computers built."
sequences,seq_this_1,0.0,25,True,"This happened, in order: First computers built, Programming languages developed, Personal computers emerged, Internet connectivity established, and Mobile computing revolutionized. Key facts: First computers built."
sequences,seq_all_1,0.0,24,True,"All 5 events: First computers built, Programming languages developed, Personal computers emerged, Internet connectivity established, and Mobile computing revolutionized. Key facts: First computers built."
sequences,seq_flow_1,0.0,21,True,"First computers built, Programming languages developed, Personal computers emerged, Internet connectivity established. Then Mobile computing revolutionized. Key facts: First computers built."
sequences,seq_end_1,0.0,22,True,"First computers built, Programming languages developed, Personal computers emerged, Internet connectivity established — then Mobile computing revolutionized. Key facts: First computers built."
sequences,seq_bare_1,0.0,12,True,Photography invented. Color photography developed. Motion pictures created. Key facts: Photography invented.
sequences,seq_bare_1,0.0,14,True,Archduke assassinated. Ultimatum issued to Serbia. War declared on Serbia. Key facts: Archduke assassinated.
sequences,seq_bare_1,0.0,10,True,COVID-19 emerges. Lockdowns implemented. Vaccines developed. Key facts: COVID-19 emerges.
sequences,seq_bare_1,0.0,13,True,Industrial Revolution began. Steam engine perfected. Factories mechanized. Key facts: Industrial Revolution began.
sequences,seq_bare_2,0.0,15,True,Industrial Revolution began. Then Steam engine perfected. Then Factories mechanized. Key facts: Industrial Revolution began.
sequences,seq_list_1,0.0,22,True,"The events were: Industrial Revolution began, Steam engine perfected, Factories mechanized, Urbanization accelerated, and Modern economy emerged. Key facts: Industrial Revolution began."
sequences,seq_event_1,0.0,21,True,"Main events: Industrial Revolution began, Steam engine perfected, Factories mechanized, Urbanization accelerated, and Modern economy emerged. Key facts: Industrial Revolution began."
sequences,seq_this_1,0.0,23,True,"This happened, in order: Industrial Revolution began, Steam engine perfected, Factories mechanized, Urbanization accelerated, and Modern economy emerged. Key facts: Industrial Revolution began."
sequences,seq_all_1,0.0,22,True,"All 5 events: Industrial Revolution began, Steam engine perfected, Factories mechanized, Urbanization accelerated, and Modern economy emerged. Key facts: Industrial Revolution began."
sequences,seq_flow_1,0.0,19,True,"Industrial Revolution began, Steam engine perfected, Factories mechanized, Urbanization accelerated. Then Modern economy emerged. Key facts: Industrial Revolution began."
sequences,seq_end_1,0.0,20,True,"Industrial Revolution began, Steam engine perfected, Factories mechanized, Urbanization accelerated — then Modern economy emerged. Key facts: Industrial Revolution began."
causality,caus_micro_3,0.0,17,True,"Because Archduke Franz Ferdinand assassinated, Austria-Hungary declared war on Serbia followed. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_bare_4,0.0,16,True,"Archduke Franz Ferdinand assassinated, so Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_because_1,0.0,16,True,"Because Archduke Franz Ferdinand assassinated, Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_when_1,0.0,18,True,"When Archduke Franz Ferdinand assassinated happened, Austria-Hungary declared war on Serbia followed. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_cause_1,0.0,17,True,Archduke Franz Ferdinand assassinated did cause Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated.
causality,caus_bring_1,0.0,17,True,Archduke Franz Ferdinand assassinated brought about Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated.
causality,caus_after_1,0.0,16,True,"After Archduke Franz Ferdinand assassinated, Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_micro_1,0.0,15,True,Penicillin discovered in 1928. Then Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_micro_2,0.0,16,True,Penicillin discovered in 1928 led to Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_micro_3,0.0,16,True,"Because Penicillin discovered in 1928, Antibiotic medicine revolutionized healthcare followed. Key facts: Penicillin discovered in 1928."
causality,caus_bare_1,0.0,15,True,Penicillin discovered in 1928. So Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_bare_3,0.0,15,True,Penicillin discovered in 1928. Then Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_bare_4,0.0,15,True,"Penicillin discovered in 1928, so Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_if_1,0.0,16,True,"If Penicillin discovered in 1928, then Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_because_1,0.0,15,True,"Because Penicillin discovered in 1928, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_when_1,0.0,17,True,"When Penicillin discovered in 1928 happened, Antibiotic medicine revolutionized healthcare followed. Key facts: Penicillin discovered in 1928."
causality,caus_with_1,0.0,17,True,"With Penicillin discovered in 1928 in play, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_cause_1,0.0,16,True,Penicillin discovered in 1928 did cause Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_spark_1,0.0,16,True,Penicillin discovered in 1928 set off Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_bring_1,0.0,16,True,Penicillin discovered in 1928 brought about Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_link_1,0.0,17,True,Penicillin discovered in 1928 is linked to Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_result_1,0.0,18,True,The result: Antibiotic medicine revolutionized healthcare. The cause: Penicillin discovered in 1928. Key facts: Penicillin discovered in 1928.
causality,caus_after_1,0.0,15,True,"After Penicillin discovered in 1928, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_next_1,0.0,15,True,"Penicillin discovered in 1928. Next, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_lack_1,0.0,16,True,"No Penicillin discovered in 1928, no Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_both_1,0.0,17,True,Penicillin discovered in 1928 and Antibiotic medicine revolutionized healthcare are tied. Key facts: Penicillin discovered in 1928.
causality,caus_micro_3,0.0,16,True,"Because Steam engine was invented, Transportation and manufacturing revolutionized followed. Key facts: Steam engine was invented."
causality,caus_because_1,0.0,15,True,"Because Steam engine was invented, Transportation and manufacturing revolutionized. Key facts: Steam engine was invented."
causality,caus_when_1,0.0,17,True,"When Steam engine was invented happened, Transportation and manufacturing revolutionized followed. Key facts: Steam engine was invented."
causality,caus_after_1,0.0,15,True,"After Steam engine was invented, Transportation and manufacturing revolutionized. Key facts: Steam engine was invented."
causality,caus_micro_3,0.0,15,True,"Because Internet was invented, Global communication and commerce transformed followed. Key facts: Internet was invented."
causality,caus_micro_1,0.0,16,True,British taxation on American colonies. Then American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_micro_2,0.0,17,True,British taxation on American colonies led to American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_micro_3,0.0,17,True,"Because British taxation on American colonies, American Revolution erupted followed. Key facts: British taxation on American colonies."
causality,caus_bare_1,0.0,16,True,British taxation on American colonies. So American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_bare_3,0.0,16,True,British taxation on American colonies. Then American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_bare_4,0.0,16,True,"British taxation on American colonies, so American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_if_1,0.0,17,True,"If British taxation on American colonies, then American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_because_1,0.0,16,True,"Because British taxation on American colonies, American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_when_1,0.0,18,True,"When British taxation on American colonies happened, American Revolution erupted followed. Key facts: British taxation on American colonies."
causality,caus_cause_1,0.0,17,True,British taxation on American colonies did cause American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_spark_1,0.0,17,True,British taxation on American colonies set off American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_bring_1,0.0,17,True,British taxation on American colonies brought about American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_link_1,0.0,18,True,British taxation on American colonies is linked to American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_after_1,0.0,16,True,"After British taxation on American colonies, American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_next_1,0.0,16,True,"British taxation on American colonies. Next, American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_lack_1,0.0,17,True,"No British taxation on American colonies, no American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_both_1,0.0,18,True,British taxation on American colonies and American Revolution erupted are tied. Key facts: British taxation on American colonies.
causality,caus_micro_1,0.0,16,True,Genetic inheritance patterns observed. Then Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_micro_2,0.0,17,True,Genetic inheritance patterns observed led to Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_micro_3,0.0,17,True,"Because Genetic inheritance patterns observed, Evolution theory refined with genetics followed. Key facts: Genetic inheritance patterns observed."
causality,caus_bare_1,0.0,16,True,Genetic inheritance patterns observed. So Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_bare_3,0.0,16,True,Genetic inheritance patterns observed. Then Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_bare_4,0.0,16,True,"Genetic inheritance patterns observed, so Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_if_1,0.0,17,True,"If Genetic inheritance patterns observed, then Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_because_1,0.0,16,True,"Because Genetic inheritance patterns observed, Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_when_1,0.0,18,True,"When Genetic inheritance patterns observed happened, Evolution theory refined with genetics followed. Key facts: Genetic inheritance patterns observed."
causality,caus_with_1,0.0,18,True,"With Genetic inheritance patterns observed in play, Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_this_1,0.0,18,True,Genetic inheritance patterns observed. This led to Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_cause_1,0.0,17,True,Genetic inheritance patterns observed did cause Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_spark_1,0.0,17,True,Genetic inheritance patterns observed set off Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_bring_1,0.0,17,True,Genetic inheritance patterns observed brought about Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_push_1,0.0,19,True,Genetic inheritance patterns observed pushed things so that Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_link_1,0.0,18,True,Genetic inheritance patterns observed is linked to Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed.
causality,caus_result_1,0.0,19,True,The result: Evolution theory refined with genetics. The cause: Genetic inheritance patterns observed. Key facts: Genetic inheritance patterns observed.
causality,caus_after_1,0.0,16,True,"After Genetic inheritance patterns observed, Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_next_1,0.0,16,True,"Genetic inheritance patterns observed. Next, Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_lack_1,0.0,17,True,"No Genetic inheritance patterns observed, no Evolution theory refined with genetics. Key facts: Genetic inheritance patterns observed."
causality,caus_both_1,0.0,18,True,Genetic inheritance patterns observed and Evolution theory refined with genetics are tied. Key facts: Genetic inheritance patterns observed.
causality,caus_micro_3,0.0,16,True,"Because Einstein formulated relativity theory, Modern physics fundamentally transformed followed. Key facts: Einstein formulated relativity theory."
causality,caus_because_1,0.0,15,True,"Because Einstein formulated relativity theory, Modern physics fundamentally transformed. Key facts: Einstein formulated relativity theory."
causality,caus_when_1,0.0,17,True,"When Einstein formulated relativity theory happened, Modern physics fundamentally transformed followed. Key facts: Einstein formulated relativity theory."
causality,caus_after_1,0.0,15,True,"After Einstein formulated relativity theory, Modern physics fundamentally transformed. Key facts: Einstein formulated relativity theory."
causality,caus_micro_3,0.0,14,True,"Because Synthetic insulin synthesized, Diabetes treatment became accessible followed. Key facts: Synthetic insulin synthesized."
causality,caus_bare_4,0.0,13,True,"Synthetic insulin synthesized, so Diabetes treatment became accessible. Key facts: Synthetic insulin synthesized."
causality,caus_because_1,0.0,13,True,"Because Synthetic insulin synthesized, Diabetes treatment became accessible. Key facts: Synthetic insulin synthesized."
causality,caus_when_1,0.0,15,True,"When Synthetic insulin synthesized happened, Diabetes treatment became accessible followed. Key facts: Synthetic insulin synthesized."
causality,caus_after_1,0.0,13,True,"After Synthetic insulin synthesized, Diabetes treatment became accessible. Key facts: Synthetic insulin synthesized."
causality,caus_micro_1,0.0,18,True,E-commerce and digital markets developed. Then Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_micro_2,0.0,19,True,E-commerce and digital markets developed led to Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_micro_3,0.0,19,True,"Because E-commerce and digital markets developed, Traditional retail business models disrupted followed. Key facts: E-commerce and digital markets developed."
causality,caus_bare_1,0.0,18,True,E-commerce and digital markets developed. So Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_bare_3,0.0,18,True,E-commerce and digital markets developed. Then Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_bare_4,0.0,18,True,"E-commerce and digital markets developed, so Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_if_1,0.0,19,True,"If E-commerce and digital markets developed, then Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_because_1,0.0,18,True,"Because E-commerce and digital markets developed, Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_when_1,0.0,20,True,"When E-commerce and digital markets developed happened, Traditional retail business models disrupted followed. Key facts: E-commerce and digital markets developed."
causality,caus_with_1,0.0,20,True,"With E-commerce and digital markets developed in play, Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_cause_1,0.0,19,True,E-commerce and digital markets developed did cause Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_spark_1,0.0,19,True,E-commerce and digital markets developed set off Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_bring_1,0.0,19,True,E-commerce and digital markets developed brought about Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_push_1,0.0,21,True,E-commerce and digital markets developed pushed things so that Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_link_1,0.0,20,True,E-commerce and digital markets developed is linked to Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed.
causality,caus_result_1,0.0,21,True,The result: Traditional retail business models disrupted. The cause: E-commerce and digital markets developed. Key facts: E-commerce and digital markets developed.
causality,caus_after_1,0.0,18,True,"After E-commerce and digital markets developed, Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_next_1,0.0,18,True,"E-commerce and digital markets developed. Next, Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_lack_1,0.0,19,True,"No E-commerce and digital markets developed, no Traditional retail business models disrupted. Key facts: E-commerce and digital markets developed."
causality,caus_both_1,0.0,20,True,E-commerce and digital markets developed and Traditional retail business models disrupted are tied. Key facts: E-commerce and digital markets developed.
causality,caus_micro_3,0.0,17,True,"Because Archduke Franz Ferdinand assassinated, Austria-Hungary declared war on Serbia followed. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_bare_4,0.0,16,True,"Archduke Franz Ferdinand assassinated, so Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_because_1,0.0,16,True,"Because Archduke Franz Ferdinand assassinated, Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_when_1,0.0,18,True,"When Archduke Franz Ferdinand assassinated happened, Austria-Hungary declared war on Serbia followed. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_cause_1,0.0,17,True,Archduke Franz Ferdinand assassinated did cause Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated.
causality,caus_bring_1,0.0,17,True,Archduke Franz Ferdinand assassinated brought about Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated.
causality,caus_after_1,0.0,16,True,"After Archduke Franz Ferdinand assassinated, Austria-Hungary declared war on Serbia. Key facts: Archduke Franz Ferdinand assassinated."
causality,caus_micro_1,0.0,15,True,Penicillin discovered in 1928. Then Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_micro_2,0.0,16,True,Penicillin discovered in 1928 led to Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_micro_3,0.0,16,True,"Because Penicillin discovered in 1928, Antibiotic medicine revolutionized healthcare followed. Key facts: Penicillin discovered in 1928."
causality,caus_bare_1,0.0,15,True,Penicillin discovered in 1928. So Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_bare_3,0.0,15,True,Penicillin discovered in 1928. Then Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_bare_4,0.0,15,True,"Penicillin discovered in 1928, so Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_if_1,0.0,16,True,"If Penicillin discovered in 1928, then Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_because_1,0.0,15,True,"Because Penicillin discovered in 1928, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_when_1,0.0,17,True,"When Penicillin discovered in 1928 happened, Antibiotic medicine revolutionized healthcare followed. Key facts: Penicillin discovered in 1928."
causality,caus_with_1,0.0,17,True,"With Penicillin discovered in 1928 in play, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_cause_1,0.0,16,True,Penicillin discovered in 1928 did cause Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_spark_1,0.0,16,True,Penicillin discovered in 1928 set off Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_bring_1,0.0,16,True,Penicillin discovered in 1928 brought about Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_link_1,0.0,17,True,Penicillin discovered in 1928 is linked to Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928.
causality,caus_result_1,0.0,18,True,The result: Antibiotic medicine revolutionized healthcare. The cause: Penicillin discovered in 1928. Key facts: Penicillin discovered in 1928.
causality,caus_after_1,0.0,15,True,"After Penicillin discovered in 1928, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_next_1,0.0,15,True,"Penicillin discovered in 1928. Next, Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_lack_1,0.0,16,True,"No Penicillin discovered in 1928, no Antibiotic medicine revolutionized healthcare. Key facts: Penicillin discovered in 1928."
causality,caus_both_1,0.0,17,True,Penicillin discovered in 1928 and Antibiotic medicine revolutionized healthcare are tied. Key facts: Penicillin discovered in 1928.
causality,caus_micro_3,0.0,16,True,"Because Steam engine was invented, Transportation and manufacturing revolutionized followed. Key facts: Steam engine was invented."
causality,caus_because_1,0.0,15,True,"Because Steam engine was invented, Transportation and manufacturing revolutionized. Key facts: Steam engine was invented."
causality,caus_when_1,0.0,17,True,"When Steam engine was invented happened, Transportation and manufacturing revolutionized followed. Key facts: Steam engine was invented."
causality,caus_after_1,0.0,15,True,"After Steam engine was invented, Transportation and manufacturing revolutionized. Key facts: Steam engine was invented."
causality,caus_micro_3,0.0,15,True,"Because Internet was invented, Global communication and commerce transformed followed. Key facts: Internet was invented."
causality,caus_micro_1,0.0,16,True,British taxation on American colonies. Then American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_micro_2,0.0,17,True,British taxation on American colonies led to American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_micro_3,0.0,17,True,"Because British taxation on American colonies, American Revolution erupted followed. Key facts: British taxation on American colonies."
causality,caus_bare_1,0.0,16,True,British taxation on American colonies. So American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_bare_3,0.0,16,True,British taxation on American colonies. Then American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_bare_4,0.0,16,True,"British taxation on American colonies, so American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_if_1,0.0,17,True,"If British taxation on American colonies, then American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_because_1,0.0,16,True,"Because British taxation on American colonies, American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_when_1,0.0,18,True,"When British taxation on American colonies happened, American Revolution erupted followed. Key facts: British taxation on American colonies."
causality,caus_cause_1,0.0,17,True,British taxation on American colonies did cause American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_spark_1,0.0,17,True,British taxation on American colonies set off American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_bring_1,0.0,17,True,British taxation on American colonies brought about American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_link_1,0.0,18,True,British taxation on American colonies is linked to American Revolution erupted. Key facts: British taxation on American colonies.
causality,caus_after_1,0.0,16,True,"After British taxation on American colonies, American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_next_1,0.0,16,True,"British taxation on American colonies. Next, American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_lack_1,0.0,17,True,"No British taxation on American colonies, no American Revolution erupted. Key facts: British taxation on American colonies."
causality,caus_both_1,0.0,18,True,British taxation on American colonies and American Revolution erupted are tied. Key facts: British taxation on American colonies.
